internal_sku,squarespace_product,squarespace_variant,squarespace_sku,quickbooks_item,tannage,color,weight,product_type,needs_qb_item,needs_review
HOR-LAT-BUR-67,Horween • Illini Latigo,Burgundy - 6-7 oz (2.8-3.2 mm),SQ3037131,Illini Latigo Burgundy 6-7 oz,Latigo,Burgundy,6-7,full_hide,,
HOR-LAT-NAT-67,Horween • Illini Latigo,Natural - 6-7 oz (2.8-3.2 mm),SQ3931718,Illini Latigo Natural 6-7 oz,Latigo,Natural,6-7,full_hide,,
VIR-SMO-45,Virgilio • Smoked Matte,Fragola - 4-5 oz (1.6-2 mm),SQ3650162,Smoked Matte  Alloro 4.5-5 oz,Smoked Matte,,4-5,full_hide,,
VIR-SMO-LIL-45,Virgilio • Smoked Matte,Lilla - 4-5 oz (1.6-2 mm),SQ5155182,Smoked Matte Lilla 4.5-5 oz,Smoked Matte,Lilla,4-5,full_hide,,
HOR-DUB-COB-45,Horween • Dublin,Cobalt Blue - 4-5 oz (1.6 – 2 mm),SQ4808805,*Cobalt Blue Dublin 4-4.5z,Dublin,Cobalt Blue,4-5,full_hide,,
HOR-LAT-BLK-910,Horween • Illini Latigo,Black - 9-10 oz (3.6-3.8),SQ4077436,Aniline Latigo Black 9-10 oz,Latigo,Black,9-10,full_hide,,
SOF-LIF-335,Italian Softee,Life Boat - 3-3.5 oz (1.2-1.4 mm),SQ5554876,,Softee,Life Boat,3-3.5,merchandise,,
TEM-ELB-AMB-455,Tempesti • Elbamatt Liscio,Ambra - 1.8 - 2.0 (4.5-5 oz),SQ5591498,Elbamatt Liscio Ambra 4.5-5 oz,Elbamatt,Ambra,4.5-5,full_hide,,
VIR-VAC-34,Virgilio • Vachetta Box,Fragola - 3-4 oz (1.2-1.6 mm),SQ7254599,Vachetta Alloro 3-3.5 oz,Vachetta,,3-4,full_hide,,
WAL-TUS-BUR-657,Conceria Walpier • Tuscany,Double Shoulder (14-17 sf) - Burgundy #5 - 6.5-7 oz (2.6-2.8 mm),SQ8346201,Tuscany #5 Burgundy 6.5-7 oz,Tuscany,Burgundy,6.5-7,full_hide,,
ACC,Saphir • Cordovan Cream,Neutral,SQ4630675,Saphir Cordovan Cream,,,,accessory,,
LES-SMP,Les Rives Swatch Books,Frontiera,SQ6491416,Sample Book-Les Rives Frontiera,,,,sample_book,,
ACC-CHX-BRN,Tulliani Belts • Kinzie Street,34 - Brown Chromexcel,SQ0900095,Commission,Chromexcel,Brown,,accessory,,
SPL-CLA-BRN-56,Splenda • Classic,Brown - 5-6 oz (2-2.4 mm),SQ6638738,Splenda Classic Brown 4.5-5 oz,Classic,Brown,5-6,full_hide,,
WAL-BUT-657,Conceria Walpier • Buttero,Resin - #16 Yellow - 6.5-7 oz (2.6-2.8 mm),SQ8231430,Buttero #100 Black (Res) 6.5-7,Buttero,,6.5-7,full_hide,,
HOR-LAT-BLK-34,Horween • Latigo,Black - 3-4 oz (1.2-1.6 mm),SQ9704872,Aniline Latigo Black 3.5-4 oz,Latigo,Black,3-4,full_hide,,
HOR-LAS-34,Horween • LaSalle,Havana - 3-4 oz (1.2-1.6 mm),SQ8496962,Lasalle Black 3.5-4 oz,LaSalle,,3-4,full_hide,,
HOR-CYP-BRN-89,Horween • Cypress,Brown - 8-9 oz (3.2-3.6 mm),SQ1652632,Cypress Brown 8-9 oz,Cypress,Brown,8-9,full_hide,,
HOR-HF-ASP-BUR,Horween • Aspen Double Horsefronts,Burgundy,SQ9506191,DHF Aspen Burgundy,Aspen,Burgundy,,horsefront,,
HOR-LAT-BLK-67,Horween • Illini Latigo,Black - 6-7 oz (2.8-3.2 mm),SQ7668793,Aniline Latigo Black 6-7 oz,Latigo,Black,6-7,full_hide,,
HOR-CYP-COL-89,Horween • Cypress,Color 8 - 8-9 oz (3.2-3.6 mm),SQ8644105,Cypress Color 8 8-9 oz,Cypress,Color 8,8-9,full_hide,,
CFS-SMP-KUD,C.F. Stead  Swatch Books,Kudu Classic,SQ9668856,Sample Book - All Stead,Kudu Classic,,,sample_book,,
WHI-2+,Posy • Wedding White (2 oz),,SQ5958571,MISCELLANOUS LEATHER,,White,2+,full_hide,Y,
WAL-BUT-OLV-555,Conceria Walpier • Buttero,Resin - #19 Olive - 5-5.5 oz (2-2.2 mm),SQ1431764,Buttero #19 Olive (Resin) 5-5.5,Buttero,Olive,5-5.5,full_hide,,
HOR-DRB-COB-56,Horween • Derby,Cobalt Blue - 5-6 oz (2.0 –  2.4 mm),SQ5273378,Derby Cobalt Blue 5-6 oz,Derby,Cobalt Blue,5-6,full_hide,,
VIR-SMO-OLM-45,Virgilio • Smoked Matte,Olmo - 4-5 oz (1.6-2 mm),SQ7500570,Smoked Matte Olmo 4.5-5 oz,Smoked Matte,Olmo,4-5,full_hide,,
HOR-PIO-CHI-45,Horween • Pioneer Reindeer,Chicago Blue - 4-5 oz (1.6-2 mm),SQ8252012,MISCELLANOUS LEATHER,Pioneer Reindeer,Chicago Blue,4-5,full_hide,Y,
BRN,Red House • Waxed Canvas Satchel,Oak Brown,SQ3240294,,,Brown,,merchandise,,
HOR-HF-ASP-COG,Horween • Aspen Double Horsefronts,Cognac,SQ8357747,DHF Aspen Cognac,Aspen,Cognac,,horsefront,,
TEM-MAI-COB-1012,Tempesti • Maine Eco Lux,Cobalto - 1.0  - 1.2 mm (2.5-3 oz),SQ1718716,Maine Eco Lux Cobalto 4.5-5 oz,Maine,Cobalto,1.0-1.2,full_hide,,Y
HOR-PRD-WHI-56,Horween • Predator,Whiskey - 5-6oz,SQ0462158,Predator Whiskey 5-6 oz,Predator,Whiskey,5-6,full_hide,,
ACC,30mm Bourbon Cordovan Belt,32 - Increase Pant Size by 2 for Belt Size - Brass,SQ8758428,Commission,,,,accessory,,
CFS-SUE-SNU-3545,C.F. Stead • Janus Calf Reverse Suede,Alden Snuff: 3.5-4.5 oz (1.4-1.8mm),SQ5821866,Snuffed Suede Chocolate 8-9 oz,Suede,Snuff,3.5-4.5,full_hide,,Y
CFS-SUE-NAV-3545,C.F. Stead • Janus Calf Reverse Suede,Navy: 3.5-4.5 oz (1.4-1.8mm),SQ1380807,Snuffed Suede True Navy 5.5-6z,Suede,Navy,3.5-4.5,full_hide,,Y
ARA-SON-CHE,"Arazzo Upholstery • Sonoma in Chestnut, Half Hide",,SQ5528932,MISCELLANOUS LEATHER,Sonoma,Chestnut,,full_hide,Y,
HOR-PNL-CAV-WHI-34,Horween Cavalier Chromexcel® Leather Panels,2’ Panel (12”x24”) - Whiskey - 3-4 oz (1.2-1.6 mm),SQ4399154,Panel Cavalier Whiskey 3.5-4 oz,Cavalier Chromexcel,Whiskey,3-4,panel,,
CFS-SUE-BRN-3545,C.F. Stead • Repello Calf Suede,Brown #173 : 3.5-4.5 oz (1.4-1.8mm),SQ4398953,Snuffed Suede Olive Brown 5.5-6,Suede,Brown,3.5-4.5,full_hide,,Y
HOR-PNL-DRB-LIG-34,Horween Derby Leather Panels,2’ Panel (12”x24”) - Light Natural - 3-4 oz (1.2-1.6 mm),SQ1923081,Panel Derby Lt Nat 3.5-4 oz,Derby,Light Natural,3-4,panel,,
HOR-DUB-GRN-45,Horween • Dublin,Greener Pastures - 4-5 oz (1.6 – 2 mm),SQ3952118,Dublin Greener Pastures 3.5-4,Dublin,Greener Pastures,4-5,full_hide,,
HOR-PRD-BLK-45,Horween • Predator,Black - 4-5oz,SQ8658388,Predator Black 3.5-4 oz,Predator,Black,4-5,full_hide,,
ACC,35mm Color 8 Cordovan Belt,Size 42,SQ7530188,Commission,,,,accessory,,
ACC,32mm Black Cordovan Belt,Size 36 - Increase Pant Size by 2 for Belt Size - Silver,SQ5356934,Commission,,,,accessory,,
HOR-PNL-CAV-INK-56,Horween Cavalier Chromexcel® Leather Panels,1’ Panel (12”x12”) - Ink - 5-6 oz (2-2.4 mm),SQ5658687,Panel Cavalier Ink 5-6 oz,Cavalier Chromexcel,Ink,5-6,panel,,
ACC,35mm Garnet Cordovan Belt,40 - Increase Pant Size by 2 for Belt Size,SQ4058196,Commission,,,,accessory,,
ACC,35mm Bourbon Cordovan Belt,40 - Increase Pant Size by 2 for Belt Size - Silver,SQ6390456,Commission,,,,accessory,,
ACC,35mm Black Cordovan Belt,Size 40 - Increase Pant Size by 2 for Belt Size,SQ7979590,Commission,,,,accessory,,
WAL-BUT-ORA-657,Conceria Walpier • Buttero,Resin - #12 Orange - 6.5-7 oz (2.6-2.8 mm),SQ3455799,Buttero #12 Orange (Res) 6.5-7,Buttero,Orange,6.5-7,full_hide,,
TUS-SOK-CRA,Tusting & Burnett • Sokoto Bookbinding,Cranberry,SQ4412802,T & B Sokoto Book Cranberry 2z,Sokoto,Cranberry,,bookbinding,,
WAL-BUT-COG-555,Conceria Walpier • Buttero,Resin - #23 Cognac - 5-5.5 oz (2-2.2 mm),SQ8745021,Buttero #23 Cognac (Res) 5-5.5,Buttero,Cognac,5-5.5,full_hide,,
VIR-MAR-ALL-34,Virgilio • Margot,Alloro - 3-4 oz (1.2-1.6 mm),SQ6296273,Margot Alloro 3-3.5 oz,Margot,Alloro,3-4,full_hide,,
HOR-HF-CYP-COB,Horween • Cypress Double Horsefronts,Cobalt Blue,SQ7376125,DHF Cypress Cobalt Blue,Cypress,Cobalt Blue,,horsefront,,
OLV,Tannery Row • Tri-Blend T-Shirt,XXL - Olive,SQ9504767,,,Olive,,merchandise,,
TEM-ELB-1012,Tempesti • Elbamatt Liscio Lux,Bruciato - 1.0  - 1.2 mm (2.5-3 oz),SQ4275916,*Elbamatt Liscio 1.0-1.2..,Elbamatt,,1.0-1.2,full_hide,,
HOR-HF-ASP-DAR,Horween • Aspen Double Horsefronts,Dark Brown,SQ0588502,DHF Aspen Dark Brown,Aspen,Dark Brown,,horsefront,,
SPL-CLA-TAN-859,Splenda • Classic,Tan - 8.5-9 oz (3.4-3.6 mm),SQ0541685,Splenda Classic Tan 8.5-9 oz,Classic,Tan,8.5-9,full_hide,,
HOR-LAT-DAR-56,Horween • Illini Latigo,Dark Brown - 5-6 oz (2.0 –  2.4 mm),SQ0311013,Anil Latigo Italian Brown 5-6,Latigo,Dark Brown,5-6,full_hide,,
HOR-DUB-C8-45,Horween Color #8 Dublin N 4-5 oz,,SQ3535176,Dublin Color #8 3.5-4 oz,Dublin,Color #8,4-5,full_hide,,
HOR-LAT-NAT-56,Horween Natural Illini Latigo with Western Floral 5-6 oz,,SQ6548727,Aniline Latigo Natural 5-6 oz,Latigo,Natural,5-6,full_hide,,
ITA-BLK,Nappa Lamb,Blackout,SQ7310714,MISCELLANOUS LEATHER,,Black,,full_hide,Y,
TUS-SOK-GRE,Tusting & Burnett • Sokoto Bookbinding,Racing Green,SQ8152755,T & B Sokoto Book Green 2 oz,Sokoto,Green,,bookbinding,,
VIR-VAC-SIE-45,Virgilio • Vachetta Box,Siena - 4-5 oz (1.6-2 mm),SQ1239677,Vachetta Box Siena 3.5-4 oz,Vachetta,Siena,4-5,full_hide,,
UNKNOWN,Tannery Row • Tri-Blend T-Shirt,XL - Grey,SQ8344343,,,,,merchandise,,
ACC-NAT,Tulliani Belts • Wacker Drive,34 - Natural Chomexcel,SQ0299721,Commission,,Natural,,accessory,,
HOR-PNL-CAV-WHI-34,Horween Cavalier Chromexcel® Leather Panels,1’ Panel (12”x12”) - Whiskey - 3-4 oz (1.2-1.6 mm),SQ6343329,Panel Cavalier Whiskey 3.5-4 oz,Cavalier Chromexcel,Whiskey,3-4,panel,,
HOR-PNL-DRB-ENG-56,Horween Derby Leather Panels,1’ Panel (12”x12”) - English Tan - 5-6 oz (2-2.4 mm),SQ8760684,Panel Derby English T 5-6 oz,Derby,English Tan,5-6,panel,,
ACC-CHX-BRN,Tulliani Belts • Kinzie Street,36 - Brown Chromexcel,SQ0045706,Commission,Chromexcel,Brown,,accessory,,
TEM-MAI-TAN-455,Tempesti • Maine Liscio,Tan - 1.8 - 2.0 (4.5-5 oz),SQ4421513,Maine Liscio Tan 4.5-5 oz,Maine,Tan,4.5-5,full_hide,,
HOR-LAT-BUR-910,Horween • Illini Latigo,Burgundy - 9-10 oz (3.6-3.8),SQ1865489,Illini Latigo Burgundy 9-10 oz,Latigo,Burgundy,9-10,full_hide,,
ARA-IMP,Arazzo Impression Upholstery Leather,Linen,SQ9726628,Arazzo Impression 0.9-1.1 mm,Impression,,,full_hide,,
ITA,Tannery Row Collection,Nappa Lamb,SQ4560735,MISCELLANOUS LEATHER,,,,full_hide,Y,
HOR-CAV-INK-56,Horween Ink Washed Cavalier 5-6 oz,,SQ0371065,*Ink Cavalier 5.5-6z,Cavalier,Ink,5-6,full_hide,,
HOR-CHX-TAN-78,Horween Fulton Tan Chromexcel 7-8 oz,,SQ2046446,Chrxl Fulton Tan 7-8 oz,Chromexcel,Tan,7-8,full_hide,,
UNKNOWN,Tannery Row • Tri-Blend T-Shirt,L - Grey,SQ3386689,,,,,merchandise,,
HOR-PNL-CAV-LON-56,Horween Cavalier Chromexcel® Leather Panels,1’ Panel (12”x12”) - London Bus Red - 5-6 oz (2-2.4 mm),SQ6339112,MISCELLANOUS LEATHER,Cavalier Chromexcel,London Bus Red,5-6,panel,Y,
HOR-PNL-CAV-INK-56,Horween Cavalier Chromexcel® Leather Panels,2’ Panel (12”x24”) - Ink - 5-6 oz (2-2.4 mm),SQ4755886,Panel Cavalier Ink 5-6 oz,Cavalier Chromexcel,Ink,5-6,panel,,
HOR-HF-VRM-ESP,Horween • Vermont Double Horsefronts,Espresso,SQ3303225,DHF Vermont Espresso,Vermont,Espresso,,horsefront,,
HOR-MON-34,Horween • Montana,Chocolate - 3-4 oz (1.2-1.6 mm),SQ0264112,Montana Black 3-4 oz,Montana,,3-4,full_hide,,
SPL-BOM-3436,Splenda • BOM,Blue - 3.4-3.6 mm (8.5-9 oz),SQ7561159,"Splenda BOM - Blue, 8.5-9 oz",BOM,,3.4-3.6,full_hide,,Y
HOR-HF-ASP-NAV,Horween • Aspen Double Horsefronts,Navy,SQ0456628,DHF Aspen Navy,Aspen,Navy,,horsefront,,
WAL-BUT-ORA-555,Conceria Walpier • Buttero,Resin - #12 Orange - 5-5.5 oz (2-2.2 mm),SQ6181123,Buttero #12 Orange (Res) 5-5.5,Buttero,Orange,5-5.5,full_hide,,
WAL-BUT-555,Conceria Walpier • Buttero,Resin - #9 Red - 5-5.5 oz (2-2.2 mm),SQ6706534,Buttero #100 Black (Res) 5-5.5,Buttero,,5-5.5,full_hide,,
TEM-MAI-455,Tempesti • Maine Liscio,Marine - 1.8 - 2.0 (4.5-5 oz),SQ5481612,Maine Eco Lux Avocado 4.5-5 oz,Maine,,4.5-5,full_hide,,
WAL-BUT-555,Conceria Walpier • Buttero,No Resin - #16 Yellow - 5-5.5 oz (2-2.2 mm),SQ1110233,Buttero #100 Black (Res) 5-5.5,Buttero,,5-5.5,full_hide,,
ARA-HAI,Arazzo Hair-on-Hides,Tri-Color,SQ0980445,MISCELLANOUS LEATHER,Hair-on-Hide,,,full_hide,Y,
HOR-HF-CYP-NUT,Horween • Cypress Double Horsefronts,Brown Nut,SQ4707781,DHF Cypress Brown Nut,Cypress,Brown Nut,,horsefront,,
HOR-HF-CYP-NAT,Horween • Cypress Double Horsefronts,Natural,SQ3681155,DHF Cypress Natural,Cypress,Natural,,horsefront,,
HOR-PRD-BLK-56,Horween • Predator,Black - 5-6oz,SQ7305861,Predator Black 5-6 oz,Predator,Black,5-6,full_hide,,
TEM-ELB-1012,Tempesti • Elbamatt Liscio,Piombo - 1.0  - 1.2 mm (2.5-3 oz),SQ1979644,*Elbamatt Liscio 1.0-1.2..,Elbamatt,,1.0-1.2,full_hide,,
HOR-LAS-34,Horween • LaSalle,Eiffel Tower - 3-4 oz (1.2-1.6 mm),SQ4751452,Lasalle Black 3.5-4 oz,LaSalle,,3-4,full_hide,,
WAL-BUT-BRN-335,Conceria Walpier • Buttero,Resin - #2 Brown - 3-3.5 oz (1.2-1.4 mm),SQ1361010,Buttero #2 Brown (Resin) 3-3.5,Buttero,Brown,3-3.5,full_hide,,
SPL-CLA-335,Splenda • Classic Tumbled,1.2-1.4 (3-3.5 oz),SQ5332986,Splenda Classic Cognac 3.5-4 oz,Classic,,3-3.5,full_hide,,
WAL-BUT-555,Conceria Walpier • Buttero,Resin - #16 Yellow - 5-5.5 oz (2-2.2 mm),SQ6744623,Buttero #100 Black (Res) 5-5.5,Buttero,,5-5.5,full_hide,,
CFS-SUE-BLK-3545,C.F. Stead • Repello Calf Suede,Black:  3.5-4.5 oz (1.4-1.8mm),SQ1288024,Snuffed Suede Black 5-6 oz,Suede,Black,3.5-4.5,full_hide,,Y
HOR-CHA-BLK-56,Horween • Chamois,Black: 5-6 oz,SQ9424716,Chamois Black 5.5-6 oz,Chamois,Black,5-6,full_hide,,
WAL-MUS-BRN,Conceria Walpier • Museum,#7 Brown,SQ1080322,Museum #2 Light Brown 3.5-4 oz,Museum,Brown,,full_hide,,
HOR-HF-CYP-RUS,Horween • Cypress Double Horsefronts,Russet Brown,SQ9812903,DHF Cypress Russet Brown,Cypress,Russet Brown,,horsefront,,
HOR-CAV-INK-45,Horween • Cavalier Chromexcel®,Ink - 4-5 oz (1.6-2 mm),SQ0220972,Cavalier Ink 3.5-4 oz,Cavalier Chromexcel,Ink,4-5,full_hide,,
HOR-CAV-NAV-56,Horween Navy Cavalier 5-6 oz,,SQ1321617,Cavalier Navy 5-6 oz,Cavalier,Navy,5-6,full_hide,,
HOR-LAS-OLV-34,Horween • LaSalle,Olive Branch - 3-4 oz (1.2-1.6 mm),SQ6475926,Lasalle Olive Branch 3.5-4 oz,LaSalle,Olive,3-4,full_hide,,
HOR-CAV-GOL-34,Horween • Cavalier Chromexcel®,Golf Green - 3-4 oz (1.2-1.6 mm),SQ5894335,Cavalier Golf Green 3.5-4 oz,Cavalier Chromexcel,Golf Green,3-4,full_hide,,
HOR-ESX-BLK-34,Horween Black Essex with Boxboard Print 3-4 oz,,SQ5212154,Essex Black 3-3.5 oz,Essex,Black,3-4,full_hide,,
HOR-DUB-OLD-89,Horween • Dublin,Olde English - 8-9 oz (3.2 –  3.6 mm),SQ2723132,Dublin Olde English 8-9 oz,Dublin,Olde English,8-9,full_hide,,
WAL-BUT-555,Conceria Walpier • Buttero,Resin - #131 Violet - 5-5.5 oz (2-2.2 mm),SQ8599964,Buttero #100 Black (Res) 5-5.5,Buttero,,5-5.5,full_hide,,
HOR-ESX-BLK-56,Horween • Essex,Black - 5-6 oz (2.0 –  2.4 mm),SQ4520462,*Black Essex 5.5-6oz,Essex,Black,5-6,full_hide,,
HOR-LAT-NAT-910,Horween • Illini Latigo,Natural - 9-10 oz (3.6-3.8),SQ4294274,Illini Latigo Natural 9-10 oz,Latigo,Natural,9-10,full_hide,,
TUS-MAR-CAP,Tusting & Burnett • Marsh,Cappuccino,SQ4645286,T & B Marsh Cappuccino 4 oz,Marsh,Cappuccino,,full_hide,,
WAL-BUT-657,Conceria Walpier • Buttero,Resin - #9 Red - 6.5-7 oz (2.6-2.8 mm),SQ4826435,Buttero #100 Black (Res) 6.5-7,Buttero,,6.5-7,full_hide,,
SPL-KAN-COG-2022,Splenda • Kansas,Single Shoulder (~8 sf) - Cognac - 2.0-2.2 mm (5-5.5 oz),SQ1705783,Splenda Kansas Cognac 8.5-9 oz,Kansas,Cognac,2.0-2.2,full_hide,,Y
SPL-ATL-BRN-555,Splenda • Atlanta,Brown - 5-5.5 oz (2-2.2mm),SQ6143155,MISCELLANOUS LEATHER,Atlanta,Brown,5-5.5,full_hide,Y,
WAL-BUT-NAT-555,Conceria Walpier • Buttero,Resin - Natural - 5-5.5 oz (2-2.2 mm),SQ1674308,Buttero Natural (Resin) 5-5.5,Buttero,Natural,5-5.5,full_hide,,
HOR-CHX-56,Horween • Waxed Flesh Chromexcel®,Cinnamon - 5-6 oz,SQ4676217,*Black Beaufort Chrxl 5.5-6z,Chromexcel,,5-6,full_hide,,
HOR-PNL-CAV-CAR-34,Horween Cavalier Chromexcel® Leather Panels,1’ Panel (12”x12”) - Carolina Brown - 3-4 oz (1.2-1.6 mm),SQ3193431,MISCELLANOUS LEATHER,Cavalier Chromexcel,Carolina Brown,3-4,panel,Y,
HOR-PNL-CAV-LON-34,Horween Cavalier Chromexcel® Leather Panels,1’ Panel (12”x12”) - London Bus Red - 3-4 oz (1.2-1.6 mm),SQ2785883,MISCELLANOUS LEATHER,Cavalier Chromexcel,London Bus Red,3-4,panel,Y,
HOR-34,Horween 8122 Football 3-4 oz,,SQ7672180,8122 Football Leather,,,3-4,football,,
HOR-DUB-COB-34,Horween • Dublin,Cobalt Blue - 3-4 oz (1.2-1.6 mm),SQ5286661,Dublin Cobalt Blue 3.5-4 oz,Dublin,Cobalt Blue,3-4,full_hide,,
HOR-PRD-COG-56,Horween Cognac Predator 5-6 oz,,SQ1175017,Predator Cognac 5-6 oz,Predator,Cognac,5-6,full_hide,,
VIR-SMO-GIR-45,Virgilio • Smoked Matte,Girasole - 4-5 oz (1.6-2 mm),SQ3645867,Smoked Matte Girasole 4.5-5 oz,Smoked Matte,Girasole,4-5,full_hide,,
VIR-VAC-45,Virgilio • Vachetta,Fuxia - 4-5 oz (1.6-2 mm),SQ5725566,Vachetta Alloro 4.5-5 oz,Vachetta,,4-5,full_hide,,
VIR-VAC-NAT-34,Virgilio • Vachetta Box,Natural - 3-4 oz (1.2-1.6 mm),SQ3440212,Vachetta Box Natural 3.5-4 oz,Vachetta,Natural,3-4,full_hide,,
ACC,32mm Color 8 Cordovan Belt,Size 36 - Increase Pant Size by 2 for Belt Size - Silver,SQ9181065,Commission,,,,accessory,,
HOR-GLO,Horween • Grand Slam Baseball Glove,Blonde,SQ8507770,Baseball Glove Black 5 oz,Glove,,,full_hide,,
CFS-SUE-BRN-3545,C.F. Stead • Janus Calf Reverse Suede,Polo Brown: 3.5-4.5 oz (1.4-1.8mm),SQ8125780,Snuffed Suede Olive Brown 5.5-6,Suede,Brown,3.5-4.5,full_hide,,Y
ACC,35mm Color 8 Cordovan Belt,Size 38,SQ7274414,Commission,,,,accessory,,
TEM-SMP-MAI,Tempesti Swatch Books,Maine Eco Lux,SQ4149786,Sample Book - All Tempesti,Maine,,,sample_book,,
HOR-PNL-CHX-BLK-56,Horween Chromexcel® Leather Panels,"1' Panel (12""x12"") - Black - 5-6 oz (2-2.4 mm)",SQ4393087,Panel Chrxl Black 5-6 oz,Chromexcel,Black,5-6,panel,,
HOR-GLO-BLK,Horween • Featherlite Glove,Black,SQ8694160,Baseball Glove Black 5 oz,Glove,Black,,full_hide,,
HOR-DUB-GOL-45,Horween • Dublin,Golf Green - 4-5 oz (1.6 – 2 mm),SQ0581558,Rockford Dublin Golf Green 5-6,Dublin,Golf Green,4-5,full_hide,,
HOR-LAS-FUN-34,Horween • LaSalle,Fun Blue - 3-4 oz (1.2-1.6 mm),SQ9394272,Lasalle Fun Blue 3.5-4 oz,LaSalle,Fun Blue,3-4,full_hide,,
CHA,Tannery Row • Tri-Blend T-Shirt,XXL - Charcoal,SQ7704010,,,Charcoal,,merchandise,,
TEM-MAI-1012,Tempesti • Maine Liscio,Fiesta - 1.0  - 1.2 mm (2.5-3 oz),SQ1272194,*Maine Eco Lux 1.0-1.2mm,Maine,,1.0-1.2,full_hide,,
TEM-MAI-TAN-1012,Tempesti • Maine Liscio,Tan - 1.0  - 1.2 mm (2.5-3 oz),SQ7333227,Maine Liscio Tan 4.5-5 oz,Maine,Tan,1.0-1.2,full_hide,,Y
TEM-FEN,Tempesti • Fenice,Menta,SQ0658146,*Fenice 1.8-2.0mm,Fenice,,,full_hide,,
ACC,32mm Black Cordovan Belt,Size 36 - Increase Pant Size by 2 for Belt Size - Brass,SQ7133080,Commission,,,,accessory,,
VIR-VAC-45,Virgilio • Vachetta Box,Turchese - 4-5 oz (1.6-2 mm),SQ4044803,Vachetta Alloro 4.5-5 oz,Vachetta,,4-5,full_hide,,
VIR-VAC-45,Virgilio • Vachetta Box,Mandarino - 4-5 oz (1.6-2 mm),SQ2450252,Vachetta Alloro 4.5-5 oz,Vachetta,,4-5,full_hide,,
VIR-VAC-LIL-45,Virgilio • Vachetta Box,Lilla - 4-5 oz (1.6-2 mm),SQ6040288,Vachetta Box Lilla 3.5-4 oz,Vachetta,Lilla,4-5,full_hide,,
HOR-CYP-45,"Horween Deep Blue Cypress, 4-5 oz & 5-6 oz",5-6 oz (2.0-2.4 mm),SQ1307649,Cypress Autumn Breeze 5-6 oz,Cypress,,4-5,full_hide,,
TEM-BAK-455,Tempesti • Baku,Bruciato - 1.8 - 2.0 (4.5-5 oz),SQ3612389,Baku Bruciato 4.5-5 z (1.8-2 m),Baku,,4.5-5,full_hide,,
HOR-CAV-ESP-45,"Horween Espresso Cavalier, 4-5 oz",,SQ4790267,Cavalier Espresso 4-5 oz,Cavalier,Espresso,4-5,full_hide,,
OND-SMP-MON,Onda Verde Swatch Books,Monroe Calf,SQ1146445,Sample Book - Monroe Calf,Monroe Calf,,,sample_book,,
HOR-CYP-45,"Horween Deep Blue Cypress, 4-5 oz & 5-6 oz",4-5 oz (1.6-2.0 mm),SQ1653528,Cypress Autumn Breeze 5-6 oz,Cypress,,4-5,full_hide,,
HOR-PNL-ESX-BLK-56,Horween Essex Leather Panels,2’ Panel (12”x24”) - Black - 5-6 oz (2-2.4 mm),SQ2819035,Panel Essex Black 5-6 oz,Essex,Black,5-6,panel,,
HOR-PNL-DRB-BLK-56,Horween Derby Leather Panels,2’ Panel (12”x24”) - Black - 5-6 oz (2-2.4 mm),SQ6860636,Panel Derby Black 5-6 oz,Derby,Black,5-6,panel,,
HOR-LAT-COG-45,"Horween Cognac Illini Latigo, 4-5 oz",,SQ3045338,Aniline Latigo Cognac 3.5-4 oz,Latigo,Cognac,4-5,full_hide,,
HOR-PNL-ESX-BLK-34,Horween Essex Leather Panels,1’ Panel (12”x12”) - Black - 3-4 oz (1.2-1.6 mm),SQ5668441,Panel Essex Black 3.5-4 oz,Essex,Black,3-4,panel,,
HOR-PNL-ESX-NAT-56,Horween Essex Leather Panels,2’ Panel (12”x24”) - Natural - 5-6 oz (2-2.4 mm),SQ9591187,Panel Essex Natural 5-6 oz,Essex,Natural,5-6,panel,,
HOR-PNL-ESX-NUT-56,Horween Essex Leather Panels,2’ Panel (12”x24”) - Brown Nut - 5-6 oz (2-2.4 mm),SQ0879240,Panel Essex Brown Nut 5-6 oz,Essex,Brown Nut,5-6,panel,,
BLK,Highland • Cordovan Shoe Horn,Black,SQ2011157,,,Black,,merchandise,,
HOR-MON-COG-34,Horween • Montana,Cognac - 3-4 oz (1.2-1.6 mm),SQ2962639,MISCELLANOUS LEATHER,Montana,Cognac,3-4,full_hide,Y,
ACC,32mm Color 8 Cordovan Belt,Size 40 - Increase Pant Size by 2 for Belt Size - Brass,SQ1339194,Commission,,,,accessory,,
HOR-LAT-RIO-56,"Horween Rio Latigo with Oak Grain, 5-6 oz",,SQ5916885,Aniline Latigo Rio 5-6 oz,Latigo,Rio,5-6,full_hide,,
HOR-LAT-BUR-56,Horween • Illini Latigo,Burgundy - 5-6 oz (2.0 –  2.4 mm),SQ5313497,Illini Latigo Burgundy 5-6 oz,Latigo,Burgundy,5-6,full_hide,,
VIR-VAC-GIR-34,Virgilio • Vachetta,Girasole - 3-4 oz (1.2-1.6 mm),SQ2737433,Vachetta Box Girasole 3.5-4 oz,Vachetta,Girasole,3-4,full_hide,,
VIR-VAC-34,Virgilio • Vachetta,Fuxia - 3-4 oz (1.2-1.6 mm),SQ5035832,Vachetta Alloro 3-3.5 oz,Vachetta,,3-4,full_hide,,
